MASE,RMSSE,WAPE,runout_MAE_days,runout_n,runout_missed,model,fold,seed,cutoff
0.9797636154707036,2.096061781767897,0.9084169900438586,8.78888888888889,180,21,TSB_0.5_0.1,2,43,2025-05-01
0.9951678457063267,2.121736519370522,0.9144030734229054,8.95,180,26,TSB_0.5_0.15,2,43,2025-05-01
1.0068247424868386,2.148299149023539,0.9200881763632008,9.183333333333334,180,26,TSB_0.5_0.2,2,43,2025-05-01
1.022218522658926,2.1980117401126984,0.929456626616578,9.977777777777778,180,30,TSB_0.5_0.3,2,43,2025-05-01
1.0308023421218269,2.2448707511934693,0.9364688340475407,10.855555555555556,180,39,TSB_0.5_0.4,2,43,2025-05-01
1.0355813435032424,2.2942844963820357,0.9423930602298235,11.577777777777778,180,49,TSB_0.5_0.5,2,43,2025-05-01
0.9426487279273091,2.0572454732468604,0.8191601766167946,6.538888888888889,180,4,CrostonSBA,2,43,2025-05-01
1.2014338614346505,3.072391659078963,1.1381205348965011,9.838888888888889,180,25,SeasonalNaive,2,43,2025-05-01
0.9681207381317037,3.210952421121505,0.7194198864270402,6.260869565217392,184,11,TSB_0.05_0.05,3,43,2025-05-15
0.9700031437048884,3.204181047182054,0.7176289748316508,7.538043478260869,184,15,TSB_0.05_0.1,3,43,2025-05-15
0.9671932655747788,3.2082346431859317,0.7159035397740963,8.826086956521738,184,22,TSB_0.05_0.15,3,43,2025-05-15
0.9639372226588923,3.2191016160372725,0.7148837927592188,10.157608695652174,184,30,TSB_0.05_0.2,3,43,2025-05-15
0.9588486162552349,3.2549196412325814,0.7145609810864297,12.065217391304348,184,52,TSB_0.05_0.3,3,43,2025-05-15
0.9566342577663005,3.3047483554990467,0.7154639949783606,13.0,184,62,TSB_0.05_0.4,3,43,2025-05-15
0.9575542773103721,3.363766924192367,0.7168056164481283,13.673913043478262,184,67,TSB_0.05_0.5,3,43,2025-05-15
0.9700457920080564,3.2130998904367547,0.7250853902923909,6.532608695652174,184,11,TSB_0.1_0.05,3,43,2025-05-15
